1494342059717,f4:06:8d:27:15:c2,-75;,5c:49:79:35:e6:ec,-69;,00:15:0c:89:0a:f4,-65;,18:d6:c7:85:4d:3b,-72;,00:15:0c:25:62:b2,-71;,c4:3d:c7:69:a3:e4,-77;,d0:c7:c0:53:4e:e7,-74;,24:65:11:fd:99:e5,-80;,02:23:08:c7:f7:5a,-74;,64:51:06:fe:c0:fa,-81;,98:de:d0:2e:08:8a,-75;,94:4a:0c:33:2d:a4,-81;,38:10:d5:87:5d:71,-75;,64:d1:a3:3d:39:69,-81;,5c:96:9d:69:d1:cb,-76;,64:d1:a3:35:b1:fc,-82;,98:de:d0:2e:0e:06,-77;,c4:04:15:43:87:00,-83;,38:d5:47:47:59:3c,-77;,5c:49:79:03:be:eb,-84;,74:31:70:71:c8:ac,-78;,f4:f2:6d:f2:ca:72,-84;,f4:f2:6d:e8:47:26,-79;,64:d1:a3:17:4c:1e,-85;,34:bd:f9:e2:e5:5c,-83;,08:96:d7:04:57:69,-89;,d0:05:2a:84:db:61,-76;,,903d185fccf839df
1494342486777,60:e3:27:98:ca:5c,-84;,70:4d:7b:19:75:40,-92;,10:fe:ed:c8:50:e0,-75;,98:de:d0:ed:c3:f8,-81;,dc:4a:3e:1a:c3:9e,-76;,52:e2:30:71:97:79,-80;,98:de:d0:cc:c4:ce,-79;,c0:ff:d4:bd:88:26,-75;,30:b5:c2:81:14:ec,-90;,f4:f2:6d:59:2e:4e,-78;,60:e3:27:ff:4a:30,-76;,14:cc:20:cb:61:88,-80;,f4:f2:6d:81:24:e8,-78;,70:4d:7b:52:70:84,-73;,36:e6:ad:42:59:64,-86;,e8:de:27:f8:f9:40,-48;,38:d5:47:47:5c:94,-75;,dc:53:7c:a9:4d:48,-79;,00:23:12:10:ee:5e,-90;,28:6c:07:cf:74:c4,-88;,f6:f2:6d:2d:0a:0e,-82;,60:e3:27:be:21:fc,-81;,dc:53:7c:68:03:1a,-86;,c8:0e:14:94:73:f5,-86;,f4:f2:6d:2d:0a:0e,-88;,84:94:8c:72:5d:28,-88;,e8:de:27:bb:77:18,-84;,c4:6e:1f:40:b9:84,-88;,c0:25:06:a1:70:b4,-91;,14:2d:27:e4:56:a7,-91;,04:53:7c:a9:4d:4a,-80;,4a:0e:14:94:73:f5,-91;,3a:0e:14:94:73:f5,-90;,00:e0:4c:32:e0:b6,-80;,38:10:d5:5c:ca:a7,-82;,04:a1:51:2f:7d:00,-85;,98:de:d0:2e:0e:06,-86;,1c:74:0d:25:d1:fd,-87;,e8:de:27:60:06:64,-87;,f4:06:8d:4d:ea:44,-90;,04:a1:51:d2:e1:10,-90;,64:66:b3:c1:fb:ba,-90;,00:e0:4b:c5:92:ea,-91;,c4:3d:c7:69:a3:e4,-91;,64:d1:a3:3d:83:7c,-91;,18:d6:c7:97:ec:e6,-91;,84:94:8c:72:5d:2a,-87;,04:53:7c:68:03:1c,-88;,,903d185fccf839df
1494342487079,60:e3:27:98:ca:5c,-84;,70:4d:7b:19:75:40,-92;,10:fe:ed:c8:50:e0,-75;,98:de:d0:ed:c3:f8,-81;,dc:4a:3e:1a:c3:9e,-76;,52:e2:30:71:97:79,-80;,98:de:d0:cc:c4:ce,-79;,c0:ff:d4:bd:88:26,-75;,30:b5:c2:81:14:ec,-90;,f4:f2:6d:59:2e:4e,-78;,60:e3:27:ff:4a:30,-76;,14:cc:20:cb:61:88,-80;,f4:f2:6d:81:24:e8,-78;,70:4d:7b:52:70:84,-73;,36:e6:ad:42:59:64,-86;,e8:de:27:f8:f9:40,-48;,38:d5:47:47:5c:94,-75;,dc:53:7c:a9:4d:48,-79;,00:23:12:10:ee:5e,-90;,28:6c:07:cf:74:c4,-88;,f6:f2:6d:2d:0a:0e,-82;,60:e3:27:be:21:fc,-81;,dc:53:7c:68:03:1a,-86;,c8:0e:14:94:73:f5,-86;,f4:f2:6d:2d:0a:0e,-88;,84:94:8c:72:5d:28,-88;,e8:de:27:bb:77:18,-84;,c4:6e:1f:40:b9:84,-88;,c0:25:06:a1:70:b4,-91;,14:2d:27:e4:56:a7,-91;,04:53:7c:a9:4d:4a,-80;,4a:0e:14:94:73:f5,-91;,3a:0e:14:94:73:f5,-90;,00:e0:4c:32:e0:b6,-80;,38:10:d5:5c:ca:a7,-82;,04:a1:51:2f:7d:00,-85;,98:de:d0:2e:0e:06,-86;,1c:74:0d:25:d1:fd,-87;,e8:de:27:60:06:64,-87;,f4:06:8d:4d:ea:44,-90;,04:a1:51:d2:e1:10,-90;,64:66:b3:c1:fb:ba,-90;,00:e0:4b:c5:92:ea,-91;,c4:3d:c7:69:a3:e4,-91;,64:d1:a3:3d:83:7c,-91;,18:d6:c7:97:ec:e6,-91;,84:94:8c:72:5d:2a,-87;,04:53:7c:68:03:1c,-88;,,903d185fccf839df
1494342487386,60:e3:27:98:ca:5c,-84;,70:4d:7b:19:75:40,-92;,10:fe:ed:c8:50:e0,-75;,98:de:d0:ed:c3:f8,-81;,dc:4a:3e:1a:c3:9e,-76;,52:e2:30:71:97:79,-80;,98:de:d0:cc:c4:ce,-79;,c0:ff:d4:bd:88:26,-75;,30:b5:c2:81:14:ec,-90;,f4:f2:6d:59:2e:4e,-78;,60:e3:27:ff:4a:30,-76;,14:cc:20:cb:61:88,-80;,f4:f2:6d:81:24:e8,-78;,70:4d:7b:52:70:84,-73;,36:e6:ad:42:59:64,-86;,e8:de:27:f8:f9:40,-48;,38:d5:47:47:5c:94,-75;,dc:53:7c:a9:4d:48,-79;,00:23:12:10:ee:5e,-90;,28:6c:07:cf:74:c4,-88;,f6:f2:6d:2d:0a:0e,-82;,60:e3:27:be:21:fc,-81;,dc:53:7c:68:03:1a,-86;,c8:0e:14:94:73:f5,-86;,f4:f2:6d:2d:0a:0e,-88;,84:94:8c:72:5d:28,-88;,e8:de:27:bb:77:18,-84;,c4:6e:1f:40:b9:84,-88;,c0:25:06:a1:70:b4,-91;,14:2d:27:e4:56:a7,-91;,04:53:7c:a9:4d:4a,-80;,4a:0e:14:94:73:f5,-91;,3a:0e:14:94:73:f5,-90;,00:e0:4c:32:e0:b6,-80;,38:10:d5:5c:ca:a7,-82;,04:a1:51:2f:7d:00,-85;,98:de:d0:2e:0e:06,-86;,1c:74:0d:25:d1:fd,-87;,e8:de:27:60:06:64,-87;,f4:06:8d:4d:ea:44,-90;,04:a1:51:d2:e1:10,-90;,64:66:b3:c1:fb:ba,-90;,00:e0:4b:c5:92:ea,-91;,c4:3d:c7:69:a3:e4,-91;,64:d1:a3:3d:83:7c,-91;,18:d6:c7:97:ec:e6,-91;,84:94:8c:72:5d:2a,-87;,04:53:7c:68:03:1c,-88;,,903d185fccf839df
1494342487679,60:e3:27:98:ca:5c,-84;,70:4d:7b:19:75:40,-92;,10:fe:ed:c8:50:e0,-75;,98:de:d0:ed:c3:f8,-81;,dc:4a:3e:1a:c3:9e,-76;,52:e2:30:71:97:79,-80;,98:de:d0:cc:c4:ce,-79;,c0:ff:d4:bd:88:26,-75;,30:b5:c2:81:14:ec,-90;,f4:f2:6d:59:2e:4e,-78;,60:e3:27:ff:4a:30,-76;,14:cc:20:cb:61:88,-80;,f4:f2:6d:81:24:e8,-78;,70:4d:7b:52:70:84,-73;,36:e6:ad:42:59:64,-86;,e8:de:27:f8:f9:40,-48;,38:d5:47:47:5c:94,-75;,dc:53:7c:a9:4d:48,-79;,00:23:12:10:ee:5e,-90;,28:6c:07:cf:74:c4,-88;,f6:f2:6d:2d:0a:0e,-82;,60:e3:27:be:21:fc,-81;,dc:53:7c:68:03:1a,-86;,c8:0e:14:94:73:f5,-86;,f4:f2:6d:2d:0a:0e,-88;,84:94:8c:72:5d:28,-88;,e8:de:27:bb:77:18,-84;,c4:6e:1f:40:b9:84,-88;,c0:25:06:a1:70:b4,-91;,14:2d:27:e4:56:a7,-91;,04:53:7c:a9:4d:4a,-80;,4a:0e:14:94:73:f5,-91;,3a:0e:14:94:73:f5,-90;,00:e0:4c:32:e0:b6,-80;,38:10:d5:5c:ca:a7,-82;,04:a1:51:2f:7d:00,-85;,98:de:d0:2e:0e:06,-86;,1c:74:0d:25:d1:fd,-87;,e8:de:27:60:06:64,-87;,f4:06:8d:4d:ea:44,-90;,04:a1:51:d2:e1:10,-90;,64:66:b3:c1:fb:ba,-90;,00:e0:4b:c5:92:ea,-91;,c4:3d:c7:69:a3:e4,-91;,64:d1:a3:3d:83:7c,-91;,18:d6:c7:97:ec:e6,-91;,84:94:8c:72:5d:2a,-87;,04:53:7c:68:03:1c,-88;,,903d185fccf839df
1494342487988,60:e3:27:98:ca:5c,-84;,70:4d:7b:19:75:40,-92;,10:fe:ed:c8:50:e0,-75;,98:de:d0:ed:c3:f8,-81;,dc:4a:3e:1a:c3:9e,-76;,52:e2:30:71:97:79,-80;,98:de:d0:cc:c4:ce,-79;,c0:ff:d4:bd:88:26,-75;,30:b5:c2:81:14:ec,-90;,f4:f2:6d:59:2e:4e,-78;,60:e3:27:ff:4a:30,-76;,14:cc:20:cb:61:88,-80;,f4:f2:6d:81:24:e8,-78;,70:4d:7b:52:70:84,-73;,36:e6:ad:42:59:64,-86;,e8:de:27:f8:f9:40,-48;,38:d5:47:47:5c:94,-75;,dc:53:7c:a9:4d:48,-79;,00:23:12:10:ee:5e,-90;,28:6c:07:cf:74:c4,-88;,f6:f2:6d:2d:0a:0e,-82;,60:e3:27:be:21:fc,-81;,dc:53:7c:68:03:1a,-86;,c8:0e:14:94:73:f5,-86;,f4:f2:6d:2d:0a:0e,-88;,84:94:8c:72:5d:28,-88;,e8:de:27:bb:77:18,-84;,c4:6e:1f:40:b9:84,-88;,c0:25:06:a1:70:b4,-91;,14:2d:27:e4:56:a7,-91;,04:53:7c:a9:4d:4a,-80;,4a:0e:14:94:73:f5,-91;,3a:0e:14:94:73:f5,-90;,00:e0:4c:32:e0:b6,-80;,38:10:d5:5c:ca:a7,-82;,04:a1:51:2f:7d:00,-85;,98:de:d0:2e:0e:06,-86;,1c:74:0d:25:d1:fd,-87;,e8:de:27:60:06:64,-87;,f4:06:8d:4d:ea:44,-90;,04:a1:51:d2:e1:10,-90;,64:66:b3:c1:fb:ba,-90;,00:e0:4b:c5:92:ea,-91;,c4:3d:c7:69:a3:e4,-91;,64:d1:a3:3d:83:7c,-91;,18:d6:c7:97:ec:e6,-91;,84:94:8c:72:5d:2a,-87;,04:53:7c:68:03:1c,-88;,,903d185fccf839df
1494342488285,60:e3:27:98:ca:5c,-84;,70:4d:7b:19:75:40,-92;,10:fe:ed:c8:50:e0,-75;,98:de:d0:ed:c3:f8,-81;,dc:4a:3e:1a:c3:9e,-76;,52:e2:30:71:97:79,-80;,98:de:d0:cc:c4:ce,-79;,c0:ff:d4:bd:88:26,-75;,30:b5:c2:81:14:ec,-90;,f4:f2:6d:59:2e:4e,-78;,60:e3:27:ff:4a:30,-76;,14:cc:20:cb:61:88,-80;,f4:f2:6d:81:24:e8,-78;,70:4d:7b:52:70:84,-73;,36:e6:ad:42:59:64,-86;,e8:de:27:f8:f9:40,-48;,38:d5:47:47:5c:94,-75;,dc:53:7c:a9:4d:48,-79;,00:23:12:10:ee:5e,-90;,28:6c:07:cf:74:c4,-88;,f6:f2:6d:2d:0a:0e,-82;,60:e3:27:be:21:fc,-81;,dc:53:7c:68:03:1a,-86;,c8:0e:14:94:73:f5,-86;,f4:f2:6d:2d:0a:0e,-88;,84:94:8c:72:5d:28,-88;,e8:de:27:bb:77:18,-84;,c4:6e:1f:40:b9:84,-88;,c0:25:06:a1:70:b4,-91;,14:2d:27:e4:56:a7,-91;,04:53:7c:a9:4d:4a,-80;,4a:0e:14:94:73:f5,-91;,3a:0e:14:94:73:f5,-90;,00:e0:4c:32:e0:b6,-80;,38:10:d5:5c:ca:a7,-82;,04:a1:51:2f:7d:00,-85;,98:de:d0:2e:0e:06,-86;,1c:74:0d:25:d1:fd,-87;,e8:de:27:60:06:64,-87;,f4:06:8d:4d:ea:44,-90;,04:a1:51:d2:e1:10,-90;,64:66:b3:c1:fb:ba,-90;,00:e0:4b:c5:92:ea,-91;,c4:3d:c7:69:a3:e4,-91;,64:d1:a3:3d:83:7c,-91;,18:d6:c7:97:ec:e6,-91;,84:94:8c:72:5d:2a,-87;,04:53:7c:68:03:1c,-88;,,903d185fccf839df
1494342488584,60:e3:27:98:ca:5c,-84;,70:4d:7b:19:75:40,-92;,10:fe:ed:c8:50:e0,-75;,98:de:d0:ed:c3:f8,-81;,dc:4a:3e:1a:c3:9e,-76;,52:e2:30:71:97:79,-80;,98:de:d0:cc:c4:ce,-79;,c0:ff:d4:bd:88:26,-75;,30:b5:c2:81:14:ec,-90;,f4:f2:6d:59:2e:4e,-78;,60:e3:27:ff:4a:30,-76;,14:cc:20:cb:61:88,-80;,f4:f2:6d:81:24:e8,-78;,70:4d:7b:52:70:84,-73;,36:e6:ad:42:59:64,-86;,e8:de:27:f8:f9:40,-48;,38:d5:47:47:5c:94,-75;,dc:53:7c:a9:4d:48,-79;,00:23:12:10:ee:5e,-90;,28:6c:07:cf:74:c4,-88;,f6:f2:6d:2d:0a:0e,-82;,60:e3:27:be:21:fc,-81;,dc:53:7c:68:03:1a,-86;,c8:0e:14:94:73:f5,-86;,f4:f2:6d:2d:0a:0e,-88;,84:94:8c:72:5d:28,-88;,e8:de:27:bb:77:18,-84;,c4:6e:1f:40:b9:84,-88;,c0:25:06:a1:70:b4,-91;,14:2d:27:e4:56:a7,-91;,04:53:7c:a9:4d:4a,-80;,4a:0e:14:94:73:f5,-91;,3a:0e:14:94:73:f5,-90;,00:e0:4c:32:e0:b6,-80;,38:10:d5:5c:ca:a7,-82;,04:a1:51:2f:7d:00,-85;,98:de:d0:2e:0e:06,-86;,1c:74:0d:25:d1:fd,-87;,e8:de:27:60:06:64,-87;,f4:06:8d:4d:ea:44,-90;,04:a1:51:d2:e1:10,-90;,64:66:b3:c1:fb:ba,-90;,00:e0:4b:c5:92:ea,-91;,c4:3d:c7:69:a3:e4,-91;,64:d1:a3:3d:83:7c,-91;,18:d6:c7:97:ec:e6,-91;,84:94:8c:72:5d:2a,-87;,04:53:7c:68:03:1c,-88;,,903d185fccf839df
1494342488882,60:e3:27:98:ca:5c,-84;,70:4d:7b:19:75:40,-92;,10:fe:ed:c8:50:e0,-75;,98:de:d0:ed:c3:f8,-81;,dc:4a:3e:1a:c3:9e,-76;,52:e2:30:71:97:79,-80;,98:de:d0:cc:c4:ce,-79;,c0:ff:d4:bd:88:26,-75;,30:b5:c2:81:14:ec,-90;,f4:f2:6d:59:2e:4e,-78;,60:e3:27:ff:4a:30,-76;,14:cc:20:cb:61:88,-80;,f4:f2:6d:81:24:e8,-78;,70:4d:7b:52:70:84,-73;,36:e6:ad:42:59:64,-86;,e8:de:27:f8:f9:40,-48;,38:d5:47:47:5c:94,-75;,dc:53:7c:a9:4d:48,-79;,00:23:12:10:ee:5e,-90;,28:6c:07:cf:74:c4,-88;,f6:f2:6d:2d:0a:0e,-82;,60:e3:27:be:21:fc,-81;,dc:53:7c:68:03:1a,-86;,c8:0e:14:94:73:f5,-86;,f4:f2:6d:2d:0a:0e,-88;,84:94:8c:72:5d:28,-88;,e8:de:27:bb:77:18,-84;,c4:6e:1f:40:b9:84,-88;,c0:25:06:a1:70:b4,-91;,14:2d:27:e4:56:a7,-91;,04:53:7c:a9:4d:4a,-80;,4a:0e:14:94:73:f5,-91;,3a:0e:14:94:73:f5,-90;,00:e0:4c:32:e0:b6,-80;,38:10:d5:5c:ca:a7,-82;,04:a1:51:2f:7d:00,-85;,98:de:d0:2e:0e:06,-86;,1c:74:0d:25:d1:fd,-87;,e8:de:27:60:06:64,-87;,f4:06:8d:4d:ea:44,-90;,04:a1:51:d2:e1:10,-90;,64:66:b3:c1:fb:ba,-90;,00:e0:4b:c5:92:ea,-91;,c4:3d:c7:69:a3:e4,-91;,64:d1:a3:3d:83:7c,-91;,18:d6:c7:97:ec:e6,-91;,84:94:8c:72:5d:2a,-87;,04:53:7c:68:03:1c,-88;,,903d185fccf839df
1494342489186,60:e3:27:98:ca:5c,-84;,70:4d:7b:19:75:40,-92;,10:fe:ed:c8:50:e0,-75;,98:de:d0:ed:c3:f8,-81;,dc:4a:3e:1a:c3:9e,-76;,52:e2:30:71:97:79,-80;,98:de:d0:cc:c4:ce,-79;,c0:ff:d4:bd:88:26,-75;,30:b5:c2:81:14:ec,-90;,f4:f2:6d:59:2e:4e,-78;,60:e3:27:ff:4a:30,-76;,14:cc:20:cb:61:88,-80;,f4:f2:6d:81:24:e8,-78;,70:4d:7b:52:70:84,-73;,36:e6:ad:42:59:64,-86;,e8:de:27:f8:f9:40,-48;,38:d5:47:47:5c:94,-75;,dc:53:7c:a9:4d:48,-79;,00:23:12:10:ee:5e,-90;,28:6c:07:cf:74:c4,-88;,f6:f2:6d:2d:0a:0e,-82;,60:e3:27:be:21:fc,-81;,dc:53:7c:68:03:1a,-86;,c8:0e:14:94:73:f5,-86;,f4:f2:6d:2d:0a:0e,-88;,84:94:8c:72:5d:28,-88;,e8:de:27:bb:77:18,-84;,c4:6e:1f:40:b9:84,-88;,c0:25:06:a1:70:b4,-91;,14:2d:27:e4:56:a7,-91;,04:53:7c:a9:4d:4a,-80;,4a:0e:14:94:73:f5,-91;,3a:0e:14:94:73:f5,-90;,00:e0:4c:32:e0:b6,-80;,38:10:d5:5c:ca:a7,-82;,04:a1:51:2f:7d:00,-85;,98:de:d0:2e:0e:06,-86;,1c:74:0d:25:d1:fd,-87;,e8:de:27:60:06:64,-87;,f4:06:8d:4d:ea:44,-90;,04:a1:51:d2:e1:10,-90;,64:66:b3:c1:fb:ba,-90;,00:e0:4b:c5:92:ea,-91;,c4:3d:c7:69:a3:e4,-91;,64:d1:a3:3d:83:7c,-91;,18:d6:c7:97:ec:e6,-91;,84:94:8c:72:5d:2a,-87;,04:53:7c:68:03:1c,-88;,,903d185fccf839df
1494342490368,60:e3:27:98:ca:5c,-84;,70:4d:7b:19:75:40,-92;,10:fe:ed:c8:50:e0,-75;,98:de:d0:ed:c3:f8,-81;,dc:4a:3e:1a:c3:9e,-76;,52:e2:30:71:97:79,-80;,98:de:d0:cc:c4:ce,-79;,c0:ff:d4:bd:88:26,-75;,30:b5:c2:81:14:ec,-90;,f4:f2:6d:59:2e:4e,-78;,60:e3:27:ff:4a:30,-76;,14:cc:20:cb:61:88,-80;,f4:f2:6d:81:24:e8,-78;,70:4d:7b:52:70:84,-73;,36:e6:ad:42:59:64,-86;,e8:de:27:f8:f9:40,-48;,38:d5:47:47:5c:94,-75;,dc:53:7c:a9:4d:48,-79;,00:23:12:10:ee:5e,-90;,28:6c:07:cf:74:c4,-88;,f6:f2:6d:2d:0a:0e,-82;,60:e3:27:be:21:fc,-81;,dc:53:7c:68:03:1a,-86;,c8:0e:14:94:73:f5,-86;,f4:f2:6d:2d:0a:0e,-88;,84:94:8c:72:5d:28,-88;,e8:de:27:bb:77:18,-84;,c4:6e:1f:40:b9:84,-88;,c0:25:06:a1:70:b4,-91;,14:2d:27:e4:56:a7,-91;,04:53:7c:a9:4d:4a,-80;,4a:0e:14:94:73:f5,-91;,3a:0e:14:94:73:f5,-90;,00:e0:4c:32:e0:b6,-80;,38:10:d5:5c:ca:a7,-82;,04:a1:51:2f:7d:00,-85;,98:de:d0:2e:0e:06,-86;,1c:74:0d:25:d1:fd,-87;,e8:de:27:60:06:64,-87;,f4:06:8d:4d:ea:44,-90;,04:a1:51:d2:e1:10,-90;,64:66:b3:c1:fb:ba,-90;,00:e0:4b:c5:92:ea,-91;,c4:3d:c7:69:a3:e4,-91;,64:d1:a3:3d:83:7c,-91;,18:d6:c7:97:ec:e6,-91;,84:94:8c:72:5d:2a,-87;,04:53:7c:68:03:1c,-88;,,903d185fccf839df
1494342490450,60:e3:27:98:ca:5c,-84;,70:4d:7b:19:75:40,-92;,10:fe:ed:c8:50:e0,-75;,98:de:d0:ed:c3:f8,-81;,dc:4a:3e:1a:c3:9e,-76;,52:e2:30:71:97:79,-80;,98:de:d0:cc:c4:ce,-79;,c0:ff:d4:bd:88:26,-75;,30:b5:c2:81:14:ec,-90;,f4:f2:6d:59:2e:4e,-78;,60:e3:27:ff:4a:30,-76;,14:cc:20:cb:61:88,-80;,f4:f2:6d:81:24:e8,-78;,70:4d:7b:52:70:84,-73;,36:e6:ad:42:59:64,-86;,e8:de:27:f8:f9:40,-48;,38:d5:47:47:5c:94,-75;,dc:53:7c:a9:4d:48,-79;,00:23:12:10:ee:5e,-90;,28:6c:07:cf:74:c4,-88;,f6:f2:6d:2d:0a:0e,-82;,60:e3:27:be:21:fc,-81;,dc:53:7c:68:03:1a,-86;,c8:0e:14:94:73:f5,-86;,f4:f2:6d:2d:0a:0e,-88;,84:94:8c:72:5d:28,-88;,e8:de:27:bb:77:18,-84;,c4:6e:1f:40:b9:84,-88;,c0:25:06:a1:70:b4,-91;,14:2d:27:e4:56:a7,-91;,04:53:7c:a9:4d:4a,-80;,4a:0e:14:94:73:f5,-91;,3a:0e:14:94:73:f5,-90;,00:e0:4c:32:e0:b6,-80;,38:10:d5:5c:ca:a7,-82;,04:a1:51:2f:7d:00,-85;,98:de:d0:2e:0e:06,-86;,1c:74:0d:25:d1:fd,-87;,e8:de:27:60:06:64,-87;,f4:06:8d:4d:ea:44,-90;,04:a1:51:d2:e1:10,-90;,64:66:b3:c1:fb:ba,-90;,00:e0:4b:c5:92:ea,-91;,c4:3d:c7:69:a3:e4,-91;,64:d1:a3:3d:83:7c,-91;,18:d6:c7:97:ec:e6,-91;,84:94:8c:72:5d:2a,-87;,04:53:7c:68:03:1c,-88;,,903d185fccf839df
1494342490680,60:e3:27:98:ca:5c,-84;,70:4d:7b:19:75:40,-92;,10:fe:ed:c8:50:e0,-75;,98:de:d0:ed:c3:f8,-81;,dc:4a:3e:1a:c3:9e,-76;,52:e2:30:71:97:79,-80;,98:de:d0:cc:c4:ce,-79;,c0:ff:d4:bd:88:26,-75;,30:b5:c2:81:14:ec,-90;,f4:f2:6d:59:2e:4e,-78;,60:e3:27:ff:4a:30,-76;,14:cc:20:cb:61:88,-80;,f4:f2:6d:81:24:e8,-78;,70:4d:7b:52:70:84,-73;,36:e6:ad:42:59:64,-86;,e8:de:27:f8:f9:40,-48;,38:d5:47:47:5c:94,-75;,dc:53:7c:a9:4d:48,-79;,00:23:12:10:ee:5e,-90;,28:6c:07:cf:74:c4,-88;,f6:f2:6d:2d:0a:0e,-82;,60:e3:27:be:21:fc,-81;,dc:53:7c:68:03:1a,-86;,c8:0e:14:94:73:f5,-86;,f4:f2:6d:2d:0a:0e,-88;,84:94:8c:72:5d:28,-88;,e8:de:27:bb:77:18,-84;,c4:6e:1f:40:b9:84,-88;,c0:25:06:a1:70:b4,-91;,14:2d:27:e4:56:a7,-91;,04:53:7c:a9:4d:4a,-80;,4a:0e:14:94:73:f5,-91;,3a:0e:14:94:73:f5,-90;,00:e0:4c:32:e0:b6,-80;,38:10:d5:5c:ca:a7,-82;,04:a1:51:2f:7d:00,-85;,98:de:d0:2e:0e:06,-86;,1c:74:0d:25:d1:fd,-87;,e8:de:27:60:06:64,-87;,f4:06:8d:4d:ea:44,-90;,04:a1:51:d2:e1:10,-90;,64:66:b3:c1:fb:ba,-90;,00:e0:4b:c5:92:ea,-91;,c4:3d:c7:69:a3:e4,-91;,64:d1:a3:3d:83:7c,-91;,18:d6:c7:97:ec:e6,-91;,84:94:8c:72:5d:2a,-87;,04:53:7c:68:03:1c,-88;,,903d185fccf839df
1494342490977,60:e3:27:98:ca:5c,-84;,70:4d:7b:19:75:40,-92;,10:fe:ed:c8:50:e0,-75;,98:de:d0:ed:c3:f8,-81;,dc:4a:3e:1a:c3:9e,-76;,52:e2:30:71:97:79,-80;,98:de:d0:cc:c4:ce,-79;,c0:ff:d4:bd:88:26,-75;,30:b5:c2:81:14:ec,-90;,f4:f2:6d:59:2e:4e,-78;,60:e3:27:ff:4a:30,-76;,14:cc:20:cb:61:88,-80;,f4:f2:6d:81:24:e8,-78;,70:4d:7b:52:70:84,-73;,36:e6:ad:42:59:64,-86;,e8:de:27:f8:f9:40,-48;,38:d5:47:47:5c:94,-75;,dc:53:7c:a9:4d:48,-79;,00:23:12:10:ee:5e,-90;,28:6c:07:cf:74:c4,-88;,f6:f2:6d:2d:0a:0e,-82;,60:e3:27:be:21:fc,-81;,dc:53:7c:68:03:1a,-86;,c8:0e:14:94:73:f5,-86;,f4:f2:6d:2d:0a:0e,-88;,84:94:8c:72:5d:28,-88;,e8:de:27:bb:77:18,-84;,c4:6e:1f:40:b9:84,-88;,c0:25:06:a1:70:b4,-91;,14:2d:27:e4:56:a7,-91;,04:53:7c:a9:4d:4a,-80;,4a:0e:14:94:73:f5,-91;,3a:0e:14:94:73:f5,-90;,00:e0:4c:32:e0:b6,-80;,38:10:d5:5c:ca:a7,-82;,04:a1:51:2f:7d:00,-85;,98:de:d0:2e:0e:06,-86;,1c:74:0d:25:d1:fd,-87;,e8:de:27:60:06:64,-87;,f4:06:8d:4d:ea:44,-90;,04:a1:51:d2:e1:10,-90;,64:66:b3:c1:fb:ba,-90;,00:e0:4b:c5:92:ea,-91;,c4:3d:c7:69:a3:e4,-91;,64:d1:a3:3d:83:7c,-91;,18:d6:c7:97:ec:e6,-91;,84:94:8c:72:5d:2a,-87;,04:53:7c:68:03:1c,-88;,,903d185fccf839df
1494342491280,60:e3:27:98:ca:5c,-84;,70:4d:7b:19:75:40,-92;,10:fe:ed:c8:50:e0,-75;,98:de:d0:ed:c3:f8,-81;,dc:4a:3e:1a:c3:9e,-76;,52:e2:30:71:97:79,-80;,98:de:d0:cc:c4:ce,-79;,c0:ff:d4:bd:88:26,-75;,30:b5:c2:81:14:ec,-90;,f4:f2:6d:59:2e:4e,-78;,60:e3:27:ff:4a:30,-76;,14:cc:20:cb:61:88,-80;,f4:f2:6d:81:24:e8,-78;,70:4d:7b:52:70:84,-73;,36:e6:ad:42:59:64,-86;,e8:de:27:f8:f9:40,-48;,38:d5:47:47:5c:94,-75;,dc:53:7c:a9:4d:48,-79;,00:23:12:10:ee:5e,-90;,28:6c:07:cf:74:c4,-88;,f6:f2:6d:2d:0a:0e,-82;,60:e3:27:be:21:fc,-81;,dc:53:7c:68:03:1a,-86;,c8:0e:14:94:73:f5,-86;,f4:f2:6d:2d:0a:0e,-88;,84:94:8c:72:5d:28,-88;,e8:de:27:bb:77:18,-84;,c4:6e:1f:40:b9:84,-88;,c0:25:06:a1:70:b4,-91;,14:2d:27:e4:56:a7,-91;,04:53:7c:a9:4d:4a,-80;,4a:0e:14:94:73:f5,-91;,3a:0e:14:94:73:f5,-90;,00:e0:4c:32:e0:b6,-80;,38:10:d5:5c:ca:a7,-82;,04:a1:51:2f:7d:00,-85;,98:de:d0:2e:0e:06,-86;,1c:74:0d:25:d1:fd,-87;,e8:de:27:60:06:64,-87;,f4:06:8d:4d:ea:44,-90;,04:a1:51:d2:e1:10,-90;,64:66:b3:c1:fb:ba,-90;,00:e0:4b:c5:92:ea,-91;,c4:3d:c7:69:a3:e4,-91;,64:d1:a3:3d:83:7c,-91;,18:d6:c7:97:ec:e6,-91;,84:94:8c:72:5d:2a,-87;,04:53:7c:68:03:1c,-88;,,903d185fccf839df
